,Unnamed: 0,Date,Height,LWC,LWC_SD,Velocity,Velocity_SD,Spectral_Width,Spectral_Width_SD,Reflectivity,Reflectivity_SD,Temperature,Extinction_low,Extinction,Extinction_high,CCN,"CDC_pinsky,k=0.3","Smax,k=0.3","CDC_pinsky,k=0.4","Smax,k=0.4","CDC_pinsky,k=0.5","Smax,k=0.5","CDC_pinsky,k=0.6","Smax,k=0.6","CDC_pinsky,k=0.7","Smax,k=0.7","CDC_pinsky,k=0.8","Smax,k=0.8","CDC_pinsky,k=0.9","Smax,k=0.9","CDC_pinsky,k=1.0","Smax,k=1.0",CDC_Fan,CDC_Lidar_gamma_0,CDC_Lidar_gamma_1,CDC_Lidar_gamma_2,CDC_Lidar_gamma_3,CDC_Lidar_gamma_4,CDC_Lidar_gamma_5,CDC_Lidar_gamma_6,CDC_Lidar_gamma_7,CDC_Lidar_exp_0.35
195,195,20110513,0.0,0.049779221415519714,0.03186685964465141,-0.12451115250587465,1.1270686388015747,0.10498668253421783,0.07156172394752502,-29.174745559692386,12.999688148498535,291.17071533203125,0.0,0.0,0.0,397.71,251.65496911537323,0.21750203814517782,221.61243273256446,0.2317762999165915,197.15129914517993,0.24573457398432536,176.97520856392615,0.25936410408946714,160.13945608433863,0.27265716299361936,145.94367276185739,0.2856100270924774,133.86048859306203,0.298222140582713,123.48713972906235,0.3104954356919927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,412,20110513,0.0,0.11637776345014572,0.03888607770204544,-0.13919727504253387,1.7414345741271973,0.0597139298915863,0.052212968468666084,-43.00389862060547,12.18547248840332,285.9375915527344,0.0,0.0,0.0,26.97,27.150381225426802,1.0224685344149802,27.200700881521534,1.0215223440530008,27.24707732904772,1.0206526222713657,27.28995653544476,1.0198504594095896,27.32971966913587,1.019108278155064,27.366694454737452,1.0184195934759643,27.401164221559256,1.0177788226547753,27.433375174119615,1.0171811336343946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,413,20110513,0.0,0.11267169564962387,0.10192552208900453,-0.07015026360750197,1.5738153457641602,0.0981450155377388,0.056417878717184074,-45.86440658569336,11.49782943725586,285.9375915527344,0.0,0.0,0.0,26.22,25.97321414434154,0.9689693269485654,25.9050756771551,0.970242836559347,25.84254617511188,0.9714159436185243,25.78496060753078,0.9725000705578227,25.731755057494574,0.9735049705680355,25.682448212102045,0.9744390217566047,25.636626774446114,0.9753094612217255,25.593933861141583,0.9761225728886953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,414,20110513,0.0,0.1502000093460083,0.16219079494476318,-0.13642077147960666,1.7673293352127075,0.0975351706147194,0.06703849881887436,-42.99782943725586,13.868648529052734,285.9375915527344,0.0,0.0,0.0,26.71,27.000500466166596,1.0367158861342691,27.081754294371425,1.0351594800560444,27.156723759794207,1.0337296502399778,27.22611053314955,1.0324115603306585,27.29051561005771,1.0311926053001348,27.350456735899307,1.030062007197776,27.406382333818705,1.0290104957074162,27.45868272784368,1.0280300534572702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,415,20110513,0.0,0.19234448671340945,0.18248707056045527,-0.006209661718457936,1.4315125942230225,0.10687065869569777,0.06864853948354721,-39.81126022338867,13.019245147705078,285.9375915527344,0.0,0.0,0.0,26.22,25.49605140990329,0.9108932057369995,25.298525805921766,0.9144423234353041,25.118154082602192,0.9177197237325678,24.952798738325995,0.9207554411052326,24.800662683359906,0.923575243409099,24.660224160808827,0.9262013630951564,24.530186029888217,0.9286530831132199,24.409435848699054,0.9309472100953113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,416,20110513,0.0,0.15395306050777435,0.15419386327266693,-0.05832871049642562,1.8923879861831665,0.1303388774394989,0.07418306916952133,-39.9996452331543,12.946200370788574,285.9375915527344,0.0,0.0,0.0,23.46,24.444707052407338,1.1468926356626452,24.725499127210508,1.1403617687427556,24.986675647759405,1.1343862218296379,25.230209661243038,1.1288981279459918,25.457820004565374,1.1238402361655073,25.671010659224223,1.1191639156258193,25.87110307574653,1.1148275932352465,26.059262876798257,1.1107955190451093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,417,20110513,0.0,0.16083408892154696,0.15690958499908447,0.026960760354995728,1.452279806137085,0.1304057091474533,0.08770932257175446,-39.68928909301758,12.687424659729006,285.9375915527344,0.0,0.0,0.0,23.59,23.32274071807042,0.9627321557450228,23.249040855439677,0.9642568871582237,23.18144268900349,0.9656617727199437,23.119218843885974,0.9669604068375576,23.06175310442569,0.9681644029478436,23.008519966845423,0.9692837416361645,22.959068544108295,0.9703270478433715,22.91300977947872,0.971301813458191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,418,20110513,0.0,0.15932229161262512,0.14577516913414,-0.13563141226768494,1.3233951330184937,0.1701895147562027,0.08995386958122252,-37.98334884643555,12.38148593902588,285.9375915527344,0.0,0.0,0.0,24.25,23.458682109494745,0.8953088772438629,23.243490710978122,0.8994437746137349,23.04725848489654,0.9032647442570058,22.86759179281164,0.9068061987287139,22.702482810799374,0.9100977024257096,22.5502349477846,0.9131647956115786,22.40940489351605,0.9160296560363278,22.2787571311887,0.918711634275823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,419,20110513,0.0,0.17953698337078094,0.17152096331119535,-0.13751305639743805,1.3969870805740356,0.13011963665485382,0.08762430399656296,-38.98855972290039,13.109537124633787,285.9375915527344,0.0,0.0,0.0,22.6,22.29925873549551,0.9563274569230235,22.216432016096423,0.9581084759567453,22.14050317364885,0.9597499427957447,22.0706453580352,0.9612676388999264,22.00615874052339,0.9626750529061298,21.946447033426956,0.9639837823785281,21.890999030848537,0.9652038539545601,21.83937396132009,0.9663439805893845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,420,20110513,0.0,0.17765724658966064,0.15869560837745667,0.4891645312309265,1.734498143196106,0.16545547544956207,0.09258146584033966,-39.60182189941406,12.455923080444336,285.7635192871094,0.0,0.0,0.0,21.41,22.217026636015703,1.131264680271936,22.446551100612435,1.1254660144403015,22.65980729506419,1.1201574967793542,22.858457013755697,1.1152795531415585,23.04394436740269,1.1107818807149428,23.217530094079542,1.1066217131726137,23.380319618826427,1.1027624610899671,23.533286142569132,1.099172636271328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,421,20110513,1511.25,0.1823965609073639,0.1723124086856842,0.093190960586071,1.861834168434143,0.12473998218774796,0.08313202112913133,-40.4814682006836,12.092785835266113,285.7635192871094,22.38389015197754,23.80841064453125,25.23213005065918,21.43,22.545413697139853,1.1842774481246572,22.865427757488863,1.1759609445661743,23.163850977491858,1.168361351661065,23.44277434128204,1.1613899406077477,23.704030469276667,1.1549720252650637,23.949231779481355,1.149044293008959,24.17980218901718,1.1435527214779992,24.397003571299205,1.1384509365981899,50.70700221218964,1871.1579799708697,952.7470089374638,336.8469353874404,90.38551746465555,19.447866882163922,3.482741618402675,0.5331837419400898,0.07120078965958346,411.3349819038926
422,422,20110513,0.0,0.16153357923030853,0.14823152124881744,-0.3436016142368317,1.2971651554107666,0.16417278349399567,0.10702073574066162,-36.45172500610352,11.793391227722168,285.7635192871094,0.0,0.0,0.0,21.09,20.716280962965403,0.9421441932648723,20.613650439050055,0.9444866385899547,20.519679472303263,0.9466468317071968,20.433317307778992,0.9486452411113997,20.35367646185334,0.9504993815428284,20.280002215420726,0.9522243281296642,20.21164869702573,0.9538331267731732,20.148059953691234,0.9553371244045159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,423,20110513,0.0,0.1759749799966812,0.1870366632938385,-0.12540659308433533,1.2734379768371582,0.1805860549211502,0.10161875933408736,-37.90523147583008,13.631802558898926,285.7635192871094,0.0,0.0,0.0,23.36,22.560493638801084,0.8904014640835897,22.343305321088422,0.8947185763884488,22.145339188972343,0.8987088040428739,21.964158397289896,0.9024078840796597,21.797720357077427,0.9058465322613402,21.64430025856238,0.9090512942359642,21.50243170090543,0.9120452293930635,21.37086013148022,0.9148484645325439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,424,20110513,0.0,0.1761665642261505,0.17515075206756592,-0.1078062653541565,1.248937726020813,0.18668372929096225,0.09991681575775146,-38.14387130737305,11.659433364868164,285.7635192871094,0.0,0.0,0.0,32.48,29.93437606635487,0.7618111056013972,29.263357437474884,0.7704958939446271,28.65931317998993,0.7785733167632757,28.112806450054165,0.7861045380226372,27.61607813794761,0.7931428312455029,27.162692513207908,0.7997348027438149,26.747268526305817,0.8059213959934621,26.365273661127343,0.8117387210938224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,425,20110513,0.0,0.12668538093566895,0.1444469541311264,-0.6964274048805237,1.695981740951538,0.18150104582309726,0.12698127329349518,-40.74728393554688,12.494786262512207,285.7635192871094,0.0,0.0,0.0,38.02,36.44545779078888,0.8685023357656747,36.01977472533259,0.873619258963319,35.63253892954853,0.8783534501248069,35.27878652514071,0.8827462401477925,34.9543701672471,0.8868332242312997,34.65579823259351,0.8906452220443267,34.38011048535275,0.8942090515408002,34.124780938024934,0.8975481572336912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,426,20110513,0.0,0.2575201690196991,0.3139542043209076,-0.11486708372831345,2.618570566177368,0.06642880290746689,0.030403278768062588,-51.21163940429688,4.754635810852051,285.7635192871094,0.0,0.0,0.0,39.74,41.23454362923614,1.130952673925624,41.65958074213031,1.125168539302131,42.05448329612379,1.1198732661291568,42.42233045990928,1.1150074432438772,42.765797920854666,1.1105209044977011,43.087221503477416,1.1063709989985362,43.38864919232297,1.102521235485102,43.67188393583475,1.0989402097593044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,429,20110513,0.0,0.36705318093299866,0.2354712188243866,0.3009336292743683,2.733284711837769,0.07260355353355408,0.035052727907896035,-50.16763305664063,9.622716903686523,285.7635192871094,0.0,0.0,0.0,34.63,36.89145359324525,1.2347458830856919,37.54544301791155,1.2239448633566028,38.15734787666637,1.214091391768328,38.731030912435614,1.2050663019736996,39.26990651346854,1.196769567125056,39.77700213049597,1.1891166121079748,40.25501023872326,1.1820354455577313,40.706332411528784,1.1754644069168003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,430,20110513,0.0,0.28817301988601685,0.2305208444595337,0.7385830879211426,2.220060110092163,0.07685039192438126,0.03909153491258621,-49.60239028930664,8.611801147460938,285.6808776855469,0.0,0.0,0.0,35.63,36.32558152492412,1.066569541538944,36.52119730573433,1.0637093127180455,36.70209405759017,1.061084677097041,36.869870855693236,1.0586676849257097,37.025903512484895,1.0564346384113739,37.17138218263878,1.054365312949293,37.307341623893784,1.0524423434367487,37.434685732370916,1.0506507362439212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,431,20110513,0.0,0.2128179669380188,0.1797206848859787,-0.03378012776374817,1.5614628791809082,0.09580748528242113,0.050117835402488715,-45.85908126831055,11.647207260131836,285.6808776855469,0.0,0.0,0.0,35.3,33.63538774103993,0.8512800264752054,33.187087634055764,0.85701039933017,32.77993057856978,0.8623164047025927,32.40852832486387,0.8672434089327428,32.06839043696929,0.8718305470056028,31.755745391815015,0.8761117548210205,31.467402697028895,0.8801166032510087,31.200645485283196,0.883870976920204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,432,20110513,0.0,0.18081608414649966,0.15982279181480408,-0.17734472453594208,2.1132762432098393,0.11543049663305285,0.08490623533725739,-45.84946060180664,10.581807136535645,285.6808776855469,0.0,0.0,0.0,34.31,34.815076261401245,1.049918147802687,34.956690096173354,1.047789316044236,35.08748351746361,1.045834603325942,35.20865022094295,1.0440334899347623,35.32121465974586,1.0423685581671174,35.42606099301068,1.040824927572364,35.52395629270945,1.0393898092326408,35.615569294080544,1.0380521508038634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,433,20110513,0.0,0.15001092851161954,0.14002934098243713,-0.21179260313510892,1.9627225399017332,0.11117919534444808,0.06375963240861893,-48.25366592407226,8.83359432220459,285.6808776855469,0.0,0.0,0.0,37.49,37.064752460540376,0.9626879710581078,36.947486527090774,0.964214476397418,36.8399295697624,0.9656209990344741,36.740924150494784,0.9669211486148763,36.649489720133424,0.9681265516336061,36.564790079254,0.969247199930364,36.48610776512958,0.9702917281973904,36.41282370417586,0.971267636814507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,434,20110513,0.0,0.21460169553756714,0.17826181650161746,-0.10115516930818558,1.7656111717224119,0.09511983394622804,0.05601859837770462,-47.61371612548828,10.81035041809082,285.6808776855469,0.0,0.0,0.0,39.19,37.73252345249666,0.8813233784053348,37.33737584871774,0.8859746996706253,36.977495862467265,0.890275593044676,36.648378477214365,0.8942641772370944,36.34625259341839,0.897973242037051,36.067937760098104,0.9014311470387415,35.81073314127737,0.904662544619697,35.57233057587166,0.9076889659574296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,435,20110513,0.0,0.2166983038187027,0.18679329752922055,0.09575317800045012,1.7818353176116943,0.11908940970897675,0.06127014383673667,-47.61312103271485,9.615904808044434,285.6808776855469,0.0,0.0,0.0,40.87,39.20529333805226,0.8705630559938995,38.755028482009834,0.8756056529250543,38.34535342203037,0.8802706350124428,37.97103662667866,0.8845988288296229,37.6277057934352,0.8886253884504943,37.31167886722511,0.8923807461924049,37.01983334005157,0.895891378606946,36.749504101820214,0.8991804282314712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,436,20110513,0.0,0.3659186065196991,0.21250741183757785,0.36156609654426575,1.746559500694275,0.07386929541826248,0.043366141617298126,-46.82117080688477,13.286581039428713,285.6808776855469,0.0,0.0,0.0,42.41,40.328680017487265,0.8455756150710221,39.76888165933615,0.8515061024705066,39.260732629612015,0.8569988796413633,38.79743681186395,0.86210057885785,38.37333528610314,0.8668514496200903,37.98367885734819,0.8712864122027645,37.6244529223647,0.8754359096544827,37.2922411797756,0.8793266017395805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,437,20110513,0.0,0.4416244029998779,0.4488159716129303,0.1936226785182953,1.5216330289840698,0.08535129576921463,0.04026702046394348,-46.61122512817383,8.905773162841797,285.6808776855469,0.0,0.0,0.0,40.06,37.356959730705455,0.7922615835116752,36.639024935676474,0.7999860355664228,35.99071710007115,0.8071590301625405,35.40246550744906,0.8138373280020187,34.86636435935981,0.8200701943160179,34.375827888215575,0.8259005905313442,33.92532738906142,0.8313661467847682,33.510188423293094,0.8364999606413654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,443,20110513,0.0,0.2494362443685532,0.17326726019382474,-0.1971902847290039,1.749910831451416,0.15948261320590973,0.19371142983436584,-47.92879867553711,6.8759822845458975,285.6560974121094,0.0,0.0,0.0,60.38,54.85952913111459,0.7264346588286782,53.417692290699776,0.7361732512745134,52.12469475184859,0.745248022042738,50.95895480286888,0.7537239900331506,49.902824738005016,0.76165803798758,48.9417413251551,0.7691001317608418,48.06358576374301,0.7760943296658712,47.258195589001076,0.7826796222093587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,444,20110513,0.0,0.1950103342533112,0.1623443216085434,-0.04249600321054458,1.6866408586502075,0.156145378947258,0.08190019428730011,-44.33135986328125,8.917287826538086,285.6560974121094,0.0,0.0,0.0,64.17,57.42662928927765,0.6906705762304263,55.682565755074684,0.7014036123662606,54.124846595236306,0.711425255179512,52.72565790864014,0.7208030468915624,51.46238444980597,0.7295963709353227,50.316461898552205,0.7378576255198839,49.272517819015846,0.7456332048042154,48.31772057142299,0.7529643224469846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,445,20110513,0.0,0.2072257399559021,0.16101785004138947,-0.013164516538381577,1.6680084466934204,0.14934565126895905,0.08834657073020935,-42.62853240966797,9.448858261108398,285.6560974121094,0.0,0.0,0.0,64.34,57.43393501177502,0.6848966671765557,55.65070367813365,0.6957833132580832,54.05907134431749,0.7059517979336167,52.63030566591902,0.7154699417084456,51.341066313705134,0.7243974233603425,50.17221032169921,0.7327869424025933,49.10789888249396,0.7406851927221434,48.13492104245317,0.7481336811074476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,446,20110513,0.0,0.2264775335788727,0.18629588186740875,0.09347780048847197,1.5303319692611694,0.14875252544879913,0.07760903984308243,-42.623817443847656,9.793797492980957,285.6560974121094,0.0,0.0,0.0,64.37,56.49691873873234,0.6473475546320895,54.48616258461751,0.6591841892644853,52.699532738678265,0.6702649520203625,51.1023781714472,0.6806586019219316,49.66672307040901,0.6904260032290835,48.369753483993215,0.6996211920467941,47.192693754776535,0.7082922817871105,46.11996136705565,0.7164822334481227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,447,20110513,0.0,0.2017604410648346,0.15573573112487793,-0.111489400267601,1.36451518535614,0.17191746830940247,0.07726320624351501,-41.0018310546875,8.767671585083008,285.6560974121094,0.0,0.0,0.0,61.63,53.192770051775554,0.612164486485436,51.06127066255812,0.6248109409483846,49.175808411401164,0.6366762956225609,47.49723514498852,0.6478288280063123,45.99413162907172,0.6583293582499007,44.64101726000576,0.6682321914519086,43.417029805622896,0.6775859309724948,42.30493853115395,0.6864341802880733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,448,20110513,0.0,0.2348024994134903,0.18013933300971985,-0.3330235183238983,1.8048948049545288,0.140374556183815,0.08097464591264725,-43.55336380004883,9.666356086730957,285.6560974121094,0.0,0.0,0.0,67.7,60.96693804727048,0.7052650850482384,59.21845637382835,0.7156011581891194,57.65417544953091,0.7252440816019258,56.24692442508293,0.7342605342698756,54.97455935679229,0.7427090187322333,53.81886333205064,0.7506410581704058,52.76472102788498,0.7581021929769576,51.79949151106368,0.7651328140482081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,449,20110513,0.0,0.17081476747989655,0.1434955894947052,-0.28436654806137085,1.65091073513031,0.15158645808696747,0.09587065130472183,-44.19137954711914,10.219311714172363,285.6560974121094,0.0,0.0,0.0,72.65,63.703989168898325,0.6453124353274845,61.420610903914145,0.6571980750801691,59.39225766629032,0.6683261146952327,57.57943592206187,0.6787653210749929,55.950271017957384,0.6885765863411246,54.478777736324666,0.6978139881233204,53.143576790700244,0.7065256904101581,51.926929715210115,0.7147547104640073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,450,20110513,0.0,0.24150694906711576,0.1819937527179718,-0.4862677752971649,1.7037278413772583,0.13436268270015714,0.059463184326887124,-47.1894760131836,7.929859161376952,285.6329650878906,0.0,0.0,0.0,64.81,58.04646784877684,0.692541688425789,56.29627048529827,0.7032245244501095,54.73273435598039,0.7131982152767051,53.32804047092525,0.722530205259906,52.059562655141264,0.7312797756561491,50.9087224267791,0.7394992215700054,49.86013161200411,0.7472348353956495,48.90094230140202,0.7545277318531403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,452,20110513,0.0,0.22149465978145602,0.14425013959407804,-0.11308804899454115,1.4280487298965454,0.08117546886205672,0.04505893588066101,-47.9518051147461,7.806267738342285,285.6329650878906,0.0,0.0,0.0,68.41,58.77503937751617,0.6028988578462918,56.34818959283112,0.6157450679997082,54.2040881069649,0.6278051937395391,52.29740167770904,0.6391471687530096,50.591805254151645,0.6498316162580463,49.05788352126969,0.6599127535014527,47.671586163696304,0.6694391765982357,46.41307514090979,0.6784545408698992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
