,Unnamed: 0,Date,Time(s),Height,LWC,LWC_sd,Mean_Doppler_Velocity,Mean_Doppler_Velocity_sd,Spectral_width,Spectral_width_sd,Reflectivity,Reflectivity_sd,Extinction,Temperature,CCN,T(K),"CDC_pinsky,k=0.3","Smax,k=0.3","CDC_pinsky,k=0.4","Smax,k=0.4","CDC_pinsky,k=0.5","Smax,k=0.5","CDC_pinsky,k=0.6","Smax,k=0.6","CDC_pinsky,k=0.7","Smax,k=0.7","CDC_pinsky,k=0.8","Smax,k=0.8","CDC_pinsky,k=0.9","Smax,k=0.9","CDC_pinsky,k=1.0","Smax,k=1.0",CDC_Fan
15,15,20110513,39300.0,749.9999389648438,0.15578507,0.04850894,-0.13651870000000002,0.2711482,0.30958244,0.12330701,-27.582842,4.228965799999999,39.85105895996094,8.172779083251951,78.37001037597656,281.332779083252,89.86494259894422,1.5781004969043777,93.34724880031177,1.5483853225000408,96.67002842515721,1.5215417866851666,99.84209459448903,1.497176374924891,102.87192487433026,1.4749638426484128,105.76760701755099,1.4546331074991858,108.53681064600599,1.4359564851416096,111.18677689059479,1.4187413827965734,325.97023423872344
16,16,20110513,39900.0,749.9999389648438,0.2404334,0.05848793,0.016214343,0.2831478,0.23219274,0.20239072,-25.917645,1.5001415,29.978618621826172,8.245538711547853,78.37001037597656,281.4055387115479,59.19832253043279,0.3925228898540967,54.7601735887611,0.40811943783055,50.97154509967384,0.42301502040625205,47.70742059611889,0.4372468805498478,44.8717596289993,0.45085110409437096,42.389781873880096,0.4638623212360634,40.20254375947795,0.47631353336645643,38.26306258076569,0.4882360280061262,58.257959444382074
17,17,20110513,40500.0,824.9999389648438,0.28023204,0.051485863,0.09011809,0.32542166,0.20544810000000002,0.10271501,-26.341534000000003,1.1710274,64.79618072509766,8.461344718933105,80.93000030517578,281.62134471893313,85.00940164630272,1.1781250518475725,86.17862791859,1.1701056679009745,87.26851419797313,1.1627760548307806,88.28679308575367,1.156051016016543,89.24023490792675,1.149858813205764,90.1347910134903,1.144138612880459,90.97571258125176,1.1388384922481234,91.76764959749796,1.133913866940009,433.0346618938317
18,18,20110513,41100.0,824.9999389648438,0.25717613,0.04237328,0.08969073,0.3511822,0.27174202,0.10058622,-26.897364000000003,1.2996305000000001,55.74106979370117,8.478555679321289,81.63166809082031,281.6385556793213,85.55896334070103,1.169560814916211,86.68302953435703,1.1619529034762575,87.7302088738584,1.1549973411721375,88.7080607533812,1.148613783425901,89.62319462622744,1.142734544059005,90.48141304160463,1.1373021993396628,91.28782991823233,1.132267715896796,92.04696884173033,1.1275889736728442,327.32154925786574
19,19,20110513,41700.0,824.9999389648438,0.19626386,0.053464975,0.098821916,0.27953672,0.19864604,0.119170435,-28.761812,1.767,48.4948616027832,8.495019912719728,79.9739990234375,281.65501991271975,85.64475291057134,1.2565308594506746,87.29014012548858,1.2446319465933475,88.83180079155896,1.2337844896915913,90.27902796085216,1.2238553824595266,91.64006750812817,1.2147330258962106,92.9222561898174,1.206323161317412,94.13213955242234,1.1985456344487533,95.27557276327278,1.19133185693704,370.09780870143396
20,20,20110513,42300.0,824.9999389648438,0.38890246,0.079025075,0.14086509,0.27103412,0.18952039,0.13383575,-23.742521,1.8175144,34.723007202148445,8.51136589050293,79.9739990234375,281.67136589050295,91.78394673287318,1.5826797716275383,95.36363924756712,1.5526909004221192,98.78013532542667,1.5256032580395749,102.04236362193838,1.5010189013512112,105.15892824746827,1.478608982808184,108.13804970033324,1.4580994614665423,110.98753301287621,1.4392602027992254,113.71475481518591,1.4218965689318632,34.600360496088676
21,21,20110513,42900.0,900.0,0.12272293,0.06939061,0.18007275,0.32955167,0.23226605,0.11874076,-33.93722,5.5714440000000005,29.87801170349121,8.521106719970701,79.9739990234375,281.6811067199707,96.29403635525831,1.857099876858073,101.39168250218631,1.809813368925085,106.31952635520393,1.7673739126858323,111.08062069516134,1.7290828688765545,115.6789355269212,1.6943682901989205,120.11907652517895,1.6627576880856587,124.40606929924085,1.633857487393601,128.54519476525573,1.6073373388216312,221.36739845431333
22,22,20110513,43500.0,824.9999389648438,0.26346698,0.049971685,-0.12811781,0.32563165,0.2560296,0.10793662,-26.075642000000002,1.8055787,42.85308837890625,8.10698127746582,79.9739990234375,281.26698127746585,90.37893057647723,1.503354090983197,93.50230241624503,1.4780316373527518,96.47104958066265,1.4551118619018586,99.29502612566363,1.4342707300554705,101.98347374566049,1.415239633660713,104.54502502973645,1.397794081817521,106.9877209451521,1.3817450413038914,109.3190369857179,1.3669322319830532,141.71114463789442
23,23,20110513,44100.0,824.9999389648438,0.30052108,0.04049426,0.014176941,0.25050747,0.18542644,0.061891638,-25.079276999999998,1.0498562,61.195960998535156,7.670450687408447,86.45999908447266,280.8304506874085,63.08872274594995,0.34977467480700575,57.800833156784904,0.3654240947373738,53.328316383513354,0.3804392287465306,49.5076288165594,0.39484638475592215,46.214463554904874,0.40867236480981695,43.3529851514631,0.42194391243055174,40.84834874770496,0.43468732452330033,38.641410467218975,0.4469281850149659,317.1965161367746
24,24,20110513,44700.0,824.9999389648438,0.31042820000000004,0.038130943,-0.17445792,0.4396224,0.3119199,0.13549104,-24.930007999999997,1.0149236,119.19465637207031,7.147068977355957,88.1016616821289,280.307068977356,105.2298124743885,1.8079329607419516,110.55303167967442,1.7638692634159543,115.68790808724945,1.7242797852170706,120.63923183949007,1.6885247825007912,125.4125406725958,1.656079715384548,130.01385210430087,1.6265106369383227,134.44946172831936,1.5994555927196556,138.72579222925458,1.5746103941805065,2196.635699765849
25,25,20110513,45300.0,824.9999389648438,0.11156759,0.079326786,-0.28256184,0.7235427,0.10118704,0.032823887,-36.895603,8.755758,127.09014129638672,6.624373435974121,92.79399871826172,279.78437343597415,121.48785146676352,2.454953132556954,130.92918122987828,2.36478360193932,140.26191512561326,2.284755592273878,149.46614108043426,2.2132894821150324,158.52625817019282,2.1491118896951398,167.43027723647538,2.0911858569359327,176.16922346254677,2.038659105190635,184.73662881555174,1.9908251758440052,20614.342949021095
26,26,20110513,45900.0,1050.0,0.16189899,0.051352907,-0.19540921,0.4355319,0.30602664,0.12642962,-30.497375,2.668599,37.867408752441406,6.7509307861328125,92.79399871826172,279.91093078613284,112.91502317059735,1.9235617247800305,119.24144726918323,1.8718384825916383,125.37435399374094,1.8254823434951488,131.31510350669174,1.7837116575365295,137.066499349882,1.7458878003242508,142.63240392395682,1.7114841831431895,148.01743837102413,1.6800629281244643,153.22674896271295,1.6512570972174108,258.95153926273747
27,27,20110513,46500.0,749.9999389648438,0.16174407,0.046405274,-0.18587786,0.55638874,0.34851040000000005,0.113221444,-30.065803999999996,2.1737194,31.21544647216797,5.31161642074585,92.79399871826172,278.4716164207459,113.14523925418662,1.9366656542825984,119.55218171992652,1.8840570106749517,125.7665157167731,1.8369201518661689,131.78915276533593,1.794456604380009,137.62252285558236,1.7560142494514617,143.27017890648037,1.721055563684652,148.73648706129026,1.6891337257767487,154.02638480306737,1.6598744200119837,145.33222805627642
28,28,20110513,47100.0,749.9999389648438,0.18769556,0.05622061,-0.20139363,0.38058868,0.23977300000000001,0.06492758,-30.18042,2.222898,39.684871673583984,5.074211120605469,92.79399871826172,278.2342111206055,115.16318285451517,2.0542150084683297,122.28339399511123,1.9935126025226362,129.22216202471577,1.9392519021192955,135.9761412911986,1.8904768835410881,142.5441770168669,1.846409334812082,148.926817377357,1.8064097692611112,155.12592197213087,1.7699481324388335,161.14434827153127,1.736581573133763,221.7568046718984
29,29,20110513,47700.0,749.9999389648438,0.17741136,0.04286891,-0.2372726,0.4547,0.27194962,0.11096342,-29.037985,1.9830676,45.58546829223633,5.025640487670898,115.66999816894531,278.1856404876709,144.09211909073792,2.080007968922456,153.16010130317602,2.0174941799614454,162.0058242813104,1.9616422144106052,170.62389172772853,1.9114598989971037,179.01182060474238,1.8661401562141817,187.1694097584965,1.8250202078260878,195.09823089110333,1.787551024677402,202.80121900699618,1.7532741611250724,376.20661230782747
30,30,20110513,48300.0,749.9999389648438,0.1809188,0.042610917000000005,-0.16111536,0.38874123,0.24031982,0.10743789,-29.150190000000002,1.8441701000000001,53.119544982910156,5.091876983642578,114.09333038330078,278.2518769836426,131.923993119804,1.6226011127078692,137.35403930301388,1.590204381487563,142.54686529791746,1.5609709754458105,147.51432506346626,1.5344635101937931,152.2680397963212,1.5103210837653347,156.81926721631342,1.4882433597335267,161.17881878364506,1.4679784468466022,165.35701122469112,1.449313563458689,572.4079471821312
